web-scraper-order;web-scraper-start-url;articles_links;articles_links-href;type_chaussure;prix;adress;url_image
1751405964-90;https://sn.coinafrique.com/categorie/chaussures-enfants?page=7;Baskets Lacoste - enfant;https://sn.coinafrique.com/annonce/chaussures-enfants/baskets-lacoste-enfant-919329;Chaussures Enfants;15 000 CFA;Mermoz-Sacr�-C�ur, Dakar, S�n�gal;
1751405971-91;https://sn.coinafrique.com/categorie/chaussures-enfants?page=7;Chaussures et sacs - enfants;https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-et-sacs-enfants-947507;Chaussures Enfants;15 000 CFA;Saly, S�n�gal;"background-image: url(""https://images.coinafrique.com/947507_uploaded_image2_1568567749.97.png""); width: 437px;"
1751405977-92;https://sn.coinafrique.com/categorie/chaussures-enfants?page=7;Chaussures enfants;https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-enfants-961311;Chaussures Enfants;10 000 CFA;Dakar, S�n�gal;"background-image: url(""https://images.coinafrique.com/961311_uploaded_image1_1568849341.17.png""); width: 571px;"
1751405980-93;https://sn.coinafrique.com/categorie/chaussures-enfants?page=7;Chaussures de qualit�;https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-de-qualite-963710;Chaussures Enfants;20 000 CFA;Grand Yoff, Dakar, S�n�gal;"background-image: url(""https://images.coinafrique.com/963710_uploaded_image1_1568898631.18.png""); width: 383px;"
1751406010-94;https://sn.coinafrique.com/categorie/chaussures-enfants?page=7;Chaussures enfant;https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-enfant-971814;Chaussures Enfants;7 000 CFA;Les Parcelles Assainies, Dakar, S�n�gal;"background-image: url(""https://images.coinafrique.com/971814_uploaded_image2_1569079860.71.png""); width: 489px;"
1751406013-95;https://sn.coinafrique.com/categorie/chaussures-enfants?page=7;Chaussures originales;https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-originales-971817;Chaussures Enfants;7 000 CFA;Patte d'Oie, Dakar, S�n�gal;"background-image: url(""https://images.coinafrique.com/971817_uploaded_image1_1569079950.62.png""); width: 489px;"
1751406019-96;https://sn.coinafrique.com/categorie/chaussures-enfants?page=7;Chaussures petit  gar�on;https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-petit-garcon-989555;Chaussures Enfants;2 500 CFA;M'bour, S�n�gal;"background-image: url(""https://images.coinafrique.com/989555_uploaded_image1_1569454732.88.png""); width: 395px;"
1751406023-97;https://sn.coinafrique.com/categorie/chaussures-enfants?page=7;Chaussures petite fille;https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-petite-fille-989571;Chaussures Enfants;3 000 CFA;M'bour, S�n�gal;"background-image: url(""https://images.coinafrique.com/989571_uploaded_image1_1569455169.87.png""); width: 395px;"
1751406027-98;https://sn.coinafrique.com/categorie/chaussures-enfants?page=7;Chaussures filles;https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-filles-989597;Chaussures Enfants;3 000 CFA;M'bour, S�n�gal;"background-image: url(""https://images.coinafrique.com/989597_uploaded_image1_1569455797.26.png""); width: 395px;"
1751406031-99;https://sn.coinafrique.com/categorie/chaussures-enfants?page=7;Chaussures gar�ons;https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-garcons-989602;Chaussures Enfants;3 000 CFA;M'bour, S�n�gal;"background-image: url(""https://images.coinafrique.com/989602_uploaded_image1_1569455878.5.png""); width: 395px;"
1751406035-100;https://sn.coinafrique.com/categorie/chaussures-enfants?page=7;Chaussures;https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-991150;Chaussures Enfants;7 000 CFA;Dakar, S�n�gal;"background-image: url(""https://images.coinafrique.com/991150_uploaded_image1_1569498881.69.png""); width: 582px;"
1751406040-101;https://sn.coinafrique.com/categorie/chaussures-enfants?page=7;Chaussures pour enfant;https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-pour-enfant-997786;Chaussures Enfants;4 000 CFA;Keur Massar, S�n�gal;"background-image: url(""https://images.coinafrique.com/997786_uploaded_image1_1569621938.2.png""); width: 421px;"
1751406045-102;https://sn.coinafrique.com/categorie/chaussures-enfants?page=7;Chaussures pour enfant;https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-pour-enfant-997837;Chaussures Enfants;3 000 CFA;Keur Massar, S�n�gal;"background-image: url(""https://images.coinafrique.com/997837_uploaded_image1_1569622630.58.png""); width: 421px;"
1751406051-103;https://sn.coinafrique.com/categorie/chaussures-enfants?page=7;Mocassins enfant;https://sn.coinafrique.com/annonce/chaussures-enfants/mocassins-enfant-1025460;Chaussures Enfants;4 000 CFA;Mermoz-Sacr�-C�ur, Dakar, S�n�gal;"background-image: url(""https://images.coinafrique.com/1025460_uploaded_image2_1570221546.39.png""); width: 438px;"
1751406055-104;https://sn.coinafrique.com/categorie/chaussures-enfants?page=7;Chaussures enfant;https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-enfant-1048681;Chaussures Enfants;12 500 CFA;Rufisque, S�n�gal;"background-image: url(""https://images.coinafrique.com/1048681_uploaded_image1_1570725349.01.png""); width: 584px;"
1751406059-105;https://sn.coinafrique.com/categorie/chaussures-enfants?page=7;Mocassins Enfant;https://sn.coinafrique.com/annonce/chaussures-enfants/mocassins-enfant-1056625;Chaussures Enfants;5 000 CFA;Les Parcelles Assainies, Dakar, S�n�gal;"background-image: url(""https://images.coinafrique.com/1056625_uploaded_image1_1570898469.33.png""); width: 404px;"
1751406065-106;https://sn.coinafrique.com/categorie/chaussures-enfants?page=7;Chaussures - enfant;https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-enfant-1061846;Chaussures Enfants;8 000 CFA;Ouakam, Dakar, S�n�gal;
1751406071-107;https://sn.coinafrique.com/categorie/chaussures-enfants?page=7;Chaussures Enfants;https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-enfants-1088264;Chaussures Enfants;5 000 CFA;Les Parcelles Assainies, Dakar, S�n�gal;"background-image: url(""https://images.coinafrique.com/1088264_uploaded_image1_1571609033.03.png""); width: 373px;"
1751406075-108;https://sn.coinafrique.com/categorie/chaussures-enfants?page=7;Chaussures enfants;https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-enfants-1107988;Chaussures Enfants;Prix sur demande;HLM, Dakar, S�n�gal;"background-image: url(""https://images.coinafrique.com/1107988_uploaded_image1_1571960612.66.png""); width: 407px;"
1751406092-109;https://sn.coinafrique.com/categorie/chaussures-enfants?page=7;Chaussures enfant;https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-enfant-1131220;Chaussures Enfants;3 000 CFA;Les Parcelles Assainies, Dakar, S�n�gal;"background-image: url(""https://images.coinafrique.com/1131220_uploaded_image2_1572433036.8.png""); width: 516px;"
1751406102-110;https://sn.coinafrique.com/categorie/chaussures-enfants?page=7;Chaussures enfant;https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-enfant-1183496;Chaussures Enfants;7 000 CFA;Dakar, S�n�gal;"background-image: url(""https://images.coinafrique.com/1183496_uploaded_image2_1573475198.78.png""); width: 410px;"
1751406105-111;https://sn.coinafrique.com/categorie/chaussures-enfants?page=7;Chaussures enfants;https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-enfants-1215779;Chaussures Enfants;Prix sur demande;Guediawaye, Dakar, S�n�gal;"background-image: url(""https://images.coinafrique.com/1215779_uploaded_image1_1574081577.15.png""); width: 402px;"
1751406111-112;https://sn.coinafrique.com/categorie/chaussures-enfants?page=7;Claquettes enfants;https://sn.coinafrique.com/annonce/chaussures-enfants/claquettes-enfants-1243853;Chaussures Enfants;Prix sur demande;Mermoz-Sacr�-C�ur, Dakar, S�n�gal;"background-image: url(""https://images.coinafrique.com/1243853_uploaded_image1_1574535955.25.png""); width: 393px;"
1751406115-113;https://sn.coinafrique.com/categorie/chaussures-enfants?page=7;Chaussures enfants;https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-enfants-1257492;Chaussures Enfants;Prix sur demande;Les Parcelles Assainies, Dakar, S�n�gal;"background-image: url(""https://images.coinafrique.com/1257492_uploaded_image1_1574803246.81.png""); width: 532px;"
1751406120-114;https://sn.coinafrique.com/categorie/chaussures-enfants?page=7;Chaussures b�b�;https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-bebe-1261223;Chaussures Enfants;Prix sur demande;Hann Bel-Air, Dakar, S�n�gal;"background-image: url(""https://images.coinafrique.com/1261223_uploaded_image1_1574870941.9.png""); width: 407px;"
1751406125-115;https://sn.coinafrique.com/categorie/chaussures-enfants?page=7;Chaussures enfant;https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-enfant-1270845;Chaussures Enfants;3 500 CFA;Dakar, S�n�gal;"background-image: url(""https://images.coinafrique.com/1270845_uploaded_image1_1575041164.15.png""); width: 494px;"
1751406130-116;https://sn.coinafrique.com/categorie/chaussures-enfants?page=7;Chaussures classe;https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-classe-1271193;Chaussures Enfants;7 500 CFA;Guediawaye, Dakar, S�n�gal;"background-image: url(""https://images.coinafrique.com/1271193_uploaded_image2_1575044622.37.png""); width: 410px;"
1751406134-117;https://sn.coinafrique.com/categorie/chaussures-enfants?page=7;Chaussures;https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-1273021;Chaussures Enfants;Prix sur demande;HLM, Dakar, S�n�gal;"background-image: url(""https://images.coinafrique.com/1273021_uploaded_image2_1575074492.39.png""); width: 407px;"
1751406139-118;https://sn.coinafrique.com/categorie/chaussures-enfants?page=7;Claquettes pour fille;https://sn.coinafrique.com/annonce/chaussures-enfants/claquettes-pour-fille-1352820;Chaussures Enfants;9 000 CFA;Mermoz-Sacr�-C�ur, Dakar, S�n�gal;"background-image: url(""https://images.coinafrique.com/1352820_uploaded_image1_1576580373.29.png""); width: 383px;"
1751406144-119;https://sn.coinafrique.com/categorie/chaussures-enfants?page=7;Coffrets pour enfants;https://sn.coinafrique.com/annonce/chaussures-enfants/coffrets-pour-enfants-1357961;Chaussures Enfants;6 000 CFA;Sicap Libert�, Dakar, S�n�gal;"background-image: url(""https://images.coinafrique.com/1357961_uploaded_image1_1576667812.04.png""); width: 450px;"
1751406148-120;https://sn.coinafrique.com/categorie/chaussures-enfants?page=7;Chaussures pour fille;https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-pour-fille-1369049;Chaussures Enfants;12 000 CFA;Grand Yoff, Dakar, S�n�gal;"background-image: url(""https://images.coinafrique.com/1369049_uploaded_image1_1576856907.85.png""); width: 525px;"
1751406152-121;https://sn.coinafrique.com/categorie/chaussures-enfants?page=7;Chaussures anti-d�rapantes;https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-anti-derapantes-1381082;Chaussures Enfants;4 000 CFA;Grand Yoff, Dakar, S�n�gal;"background-image: url(""https://images.coinafrique.com/1381082_uploaded_image1_1577115739.61.png""); width: 525px;"
1751406157-122;https://sn.coinafrique.com/categorie/chaussures-enfants?page=7;Chaussures enfant;https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-enfant-1388690;Chaussures Enfants;7 000 CFA;Les Parcelles Assainies, Dakar, S�n�gal;"background-image: url(""https://images.coinafrique.com/1388690_uploaded_image1_1577283660.0.png""); width: 373px;"
1751406163-123;https://sn.coinafrique.com/categorie/chaussures-enfants?page=7;Chaussures enfant;https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-enfant-1409266;Chaussures Enfants;10 000 CFA;Mermoz-Sacr�-C�ur, Dakar, S�n�gal;"background-image: url(""https://images.coinafrique.com/1409266_uploaded_image2_1577711646.76.png""); width: 525px;"
1751406168-124;https://sn.coinafrique.com/categorie/chaussures-enfants?page=7;Chaussures enfants;https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-enfants-1413364;Chaussures Enfants;Prix sur demande;Sicap-Libert�, Dakar, S�n�gal;"background-image: url(""https://images.coinafrique.com/1413364_uploaded_image1_1577802616.96.png""); width: 473px;"
1751406172-125;https://sn.coinafrique.com/categorie/chaussures-enfants?page=7;Sandales pour enfants;https://sn.coinafrique.com/annonce/chaussures-enfants/sandales-pour-enfants-1565794;Chaussures Enfants;Prix sur demande;Fass, Dakar, S�n�gal;"background-image: url(""https://images.coinafrique.com/1565794_uploaded_image1_1580386215.45.png""); width: 435px;"
1751406176-126;https://sn.coinafrique.com/categorie/chaussures-enfants?page=7;Baskets Jordan;https://sn.coinafrique.com/annonce/chaussures-enfants/baskets-jordan-1566225;Chaussures Enfants;40 000 CFA;Thies Nord, Thi�s, S�n�gal;"background-image: url(""https://images.coinafrique.com/1566225_uploaded_image2_1580390769.12.png""); width: 476px;"
1751406208-127;https://sn.coinafrique.com/categorie/chaussures-enfants?page=7;Baskets Jordan 6;https://sn.coinafrique.com/annonce/chaussures-enfants/baskets-jordan-6-1566247;Chaussures Enfants;40 000 CFA;Thies Nord, Thi�s, S�n�gal;"background-image: url(""https://images.coinafrique.com/1566247_uploaded_image3_1580391009.33.png""); width: 476px;"
1751406214-128;https://sn.coinafrique.com/categorie/chaussures-enfants?page=7;Chaussures enfant;https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-enfant-1581540;Chaussures Enfants;5 000 CFA;Fass, Dakar, S�n�gal;"background-image: url(""https://images.coinafrique.com/1581540_uploaded_image2_1580655427.07.png""); width: 435px;"
1751406219-129;https://sn.coinafrique.com/categorie/chaussures-enfants?page=7;Chaussures enfants;https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-enfants-1581543;Chaussures Enfants;5 000 CFA;Fass, Dakar, S�n�gal;"background-image: url(""https://images.coinafrique.com/1581543_uploaded_image1_1580655480.41.png""); width: 435px;"
1751406224-130;https://sn.coinafrique.com/categorie/chaussures-enfants?page=7;Chaussures pour enfant;https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-pour-enfant-1581547;Chaussures Enfants;5 000 CFA;Fass, Dakar, S�n�gal;"background-image: url(""https://images.coinafrique.com/1581547_uploaded_image1_1580655536.54.png""); width: 435px;"
1751406228-131;https://sn.coinafrique.com/categorie/chaussures-enfants?page=7;Chaussures enfants;https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-enfants-1581551;Chaussures Enfants;5 000 CFA;Fass, Dakar, S�n�gal;"background-image: url(""https://images.coinafrique.com/1581551_uploaded_image1_1580655582.93.png""); width: 435px;"
1751406236-132;https://sn.coinafrique.com/categorie/chaussures-enfants?page=7;Chaussures Enfants;https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-enfants-1581553;Chaussures Enfants;Prix sur demande;Fass, Dakar, S�n�gal;
1751406241-133;https://sn.coinafrique.com/categorie/chaussures-enfants?page=7;Chaussures enfants;https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-enfants-1607931;Chaussures Enfants;8 000 CFA;Les Parcelles Assainies, Dakar, S�n�gal;"background-image: url(""https://images.coinafrique.com/1607931_uploaded_image1_1581037601.04.png""); width: 397px;"
1751406245-134;https://sn.coinafrique.com/categorie/chaussures-enfants?page=7;Chaussures enfants;https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-enfants-1612532;Chaussures Enfants;Prix sur demande;Fass, Dakar, S�n�gal;"background-image: url(""https://images.coinafrique.com/1612532_uploaded_image1_1581098455.63.png""); width: 435px;"
1751406265-135;https://sn.coinafrique.com/categorie/chaussures-enfants?page=6;Chaussures  enfants;https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-enfants-1612534;Chaussures Enfants;Prix sur demande;Fass, Dakar, S�n�gal;"background-image: url(""https://images.coinafrique.com/1612534_uploaded_image1_1581098501.44.png""); width: 435px;"
